 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Lexical | value # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=Jeg følte mig i hvert fald i godt selskab med Willumsens arbejdspapirer og Herregården Odden, som er nyistandsat, var et meget charmerende bekendtskab.
19-8	har	have	VF:----:sa:----	_	O	
19-9	også	også	D-:----:--:u---	_	O	
19-10	et	en	PI:s-un:--:----	_	O	
19-11	meget	megen	AD:----:--:p---	_	O	
19-12	større	stor	AD:----:--:c---	_	O	
19-13	behov	behov	D-:----:--:u---	_	O	
19-14	end	end	CS:----:--:----	_	O	
19-15	så	så	D-:----:--:u---	_	O	
19-16	mange	mangen	AC:p#u#:--:p---	_	O	
19-17	andre	anden	PI:p-u#:--:----	_	O	
19-18	for	for	T-:----:--:----	_	O	
19-19	ensomhed	ensomhed	NC:siuc:--:----	_	O	
19-20	og	og	CC:----:--:----	_	O	
19-21	fordybelse	fordybelse	NC:siuc:--:----	_	O	
19-22	.	.	ZP	_	O	

#id=20
#text=Nu er det bare tid til ensomme timer i mit eget (behagelige ) selskab.
20-1	Nu	nu	D-:----:--:u---	_	O	
20-2	er	være	VF:----:sa:----	_	O	
20-3	det	det	PP:s-un:--:-3n-	_	O	
20-4	bare	bare	D-:----:--:u---	_	O	
20-5	tid	tid	NC:siuc:--:----	_	O	
20-6	til	til	T-:----:--:----	_	O	
20-7	ensomme	ensom	AC:p#u#:--:p---	_	O	
20-8	timer	time	NC:piu#:--:----	_	O	
20-9	i	i	T-:----:--:----	_	O	
20-10	mit	min	PO:s--n:--:-1ns	_	O	
20-11	eget	egen	AC:s§un:--:p---	_	O	
20-12	(	(	ZD	_	O	
20-13	behagelige	behagelig	AC:p#u#:--:p---	_	O	
20-14	)	)	ZD	_	O	
20-15	selskab	selskab|selskab-4-4a|selskab-F-holde-med-selskab|selskab-2-2a|selskab-3|selskab-1c|selskab-1-1a-1b	NC:siun:--:----	selskab-1-1a-1b	O	
20-16	.	.	ZP	_	O	

#id=21
#text= I dag gjorde selskabet det.
21-1	I	i	T-:----:--:----	_	O	
21-2	dag	dag	NC:siuc:--:----	_	B-noun.time	
21-3	gjorde	gøre	VF:----:ta:----	_	B-verb.change|B-verb.act|B-verb.phenomenon|B-verb.creation	
21-4	selskabet	selskab|selskab-3|selskab-4-4a|selskab-F-holde-med-selskab|selskab-1c|selskab-2-2a|selskab-1-1a-1b	NC:sdun:--:----	selskab-1-1a-1b	B-noun.institution|B-noun.person|B-noun.attribute|B-noun.act	
21-5	det	det	XY:----:--:----	_	O	
21-6	.	.	ZP	_	O	

#id=22
#text= I 1962 giftede hun sig med min far, som også var (og forblev) kontormand og forsikringsansat (dog i et andet selskab).
22-1	I	i	T-:----:--:----	_	O	
22-2	1962	1962	LC:--u-:--:----	_	O	
22-3	giftede	gifte	VF:----:ta:----	_	O	
22-4	hun	hun	PP:s-nc:--:-3n-	_	O	
22-5	sig	sig	PP:#-u#:--:-3y-	_	O	
22-6	med	med	T-:----:--:----	_	O	
22-7	min	min	PO:s--c:--:-1ns	_	O	
22-8	far	far	NC:siuc:--:----	_	O	
22-9	,	,	ZD	_	O	
22-10	som	som	US:----:--:----	_	O	
22-11	også	også	D-:----:--:u---	_	O	
22-12	var	være	VF:----:ta:----	_	O	
22-13	(	(	ZD	_	O	
22-14	og	og	CC:----:--:----	_	O	
22-15	forblev	forblive	VF:----:ta:----	_	O	
22-16	)	)	ZD	_	O	
22-17	kontormand	kontormand	NC:siuc:--:----	_	O	
22-18	og	og	CC:----:--:----	_	O	
22-19	forsikringsansat	forsikringsansætte	VT:siu#:t-:----	_	O	
22-20	(	(	ZD	_	O	
22-21	dog	dog	D-:----:--:u---	_	O	
22-22	i	i	T-:----:--:----	_	O	
22-23	et	en	PI:s-un:--:----	_	O	
22-24	andet	anden	PI:s-un:--:----	_	O	
22-25	selskab	selskab|selskab-2-2a|selskab-3|selskab-4-4a|selskab-F-holde-med-selskab|selskab-1-1a-1b|selskab-1c	NC:siun:--:----	selskab-4-4a	O	
22-26	)	)	ZD	_	O	
22-27	.	.	ZP	_	O	

